hour,nl,de,uk
3065,23851,20843,26341.5
3066,24234.5,21125.5,28080.5
3067,24650,20872,28984
3068,24746,20502.5,29489
3069,24331.5,20729.5,29112
3070,24613.5,21852.5,28326.5
3071,24136.5,23359,27687.5
3072,22411.5,24557,27450
3073,21089.5,25956,27563
3074,19959,25835,29086.5
3075,19698,25024,30441
3076,19575,24516,29520.5
3077,19784,24351.5,27668.5
3078,19786.5,25349,26605
3079,19088.5,27793.5,26830
3080,19452.5,28371,25567
3081,20969.5,27776,24022
3082,21859.5,26666.5,23094.5
3083,22583.5,25799,22657.5
3084,23498,25801.5,22709
3085,23021,24065,22579
3086,21875,22710.5,22050.5
3087,21136,22538,20757
3088,20748,22355,21095
3089,20774,22825.5,22172.5
3090,21678.5,23313,23663
3091,22971.5,24676.5,25011.5
3092,23461.5,28993,26427.5
3093,23712,32226.5,26282
3094,24463.5,33468,25202
3095,24365,33488,24487.5
3096,22435.5,33813.5,24261
3097,21295.5,34265.5,24460.5
3098,20852.5,34000,26189.5
3099,20740.5,34020,28383.5
3100,21006,33623,28098.5
3101,21963,33536,27130.5
3102,23233.5,33681,26520.5
3103,26812.5,35481.5,27084
3104,29984.5,35345.5,25904
3105,31770.5,34419.5,25506.5
3106,32221.5,32504,24971
3107,32803,30737.5,24679
3108,33365,29273,24608.5
3109,33366.5,26789,24680.5
3110,33026.5,25017,25761.5
3111,31932.5,24477.5,29191
3112,31305.5,24345.5,32915
3113,30384,24483.5,34210.5
3114,30460,25187,34620
3115,30796.5,26091,35082.5
3116,30748,30030,35461.5
3117,29690,33396,35265.5
3118,29264,34347.5,34999.5
3119,27661.5,33992,34383.5
3120,25199,34035.5,34005.5
3121,23600.5,34254,33408
3122,22798.5,33592.5,34359.5
3123,22474.5,33405.5,35844
3124,22645.5,33336,35206
3125,23455.5,33588,33540
3126,24618.5,34179.5,31995.5
3127,27555,36047.5,31250.5
3128,30240.5,35963,29348.5
3129,31437,34908.5,28219
3130,31649,32855.5,27610.5
3131,32094,31030.5,27436
3132,32558,29478.5,27154
3133,31883.5,26836.5,27139
3134,31462.5,25459.5,27876.5
3135,30990,24826.5,30349
3136,31106,24493,33585.5
3137,30659,24614,34719
3138,30913.5,25251,35011.5
3139,31241.5,26188,34843.5
3140,31250.5,29886,34802
3141,30382,32937,35319
3142,29946,33666,35230.5
3143,28578.5,33636.5,34891
3144,25972.5,34145,34657.5
3145,24073,34537.5,34046
3146,23571.5,34203.5,34956.5
3147,23185,34242.5,36144.5
3148,23434.5,34103.5,35379
3149,24131,34244.5,33884.5
3150,24961.5,34713,32715.5
3151,28071,36186.5,31749.5
3152,31163.5,35741.5,30047.5
3153,32560.5,34662.5,28872.5
3154,32711,32747,28038.5
3155,33079,31042.5,27638.5
3156,33647.5,29810.5,27371
3157,33153.5,27698,27606.5
3158,32871,26035.5,28289
3159,32188.5,25556,30641
3160,31807.5,24866,33665.5
3161,30990,24912.5,34611.5
3162,30692,25574,34881.5
3163,30733.5,26599.5,35384
3164,30479.5,29916.5,35820
3165,29658,32751.5,35764
3166,29133.5,33222,35501
3167,27344,32674.5,35148
3168,24538,32535,35027.5
3169,22346,32912,34393.5
3170,21197,33021.5,35200
3171,20525,33049,36563.5
3172,20725.5,33167,35990
3173,21116.5,33816.5,34286.5
3174,20583.5,34847,33045
3175,19536.5,36497.5,32285
3176,19986.5,36578.5,30540.5
3177,21380,35936,29325
3178,22904.5,34167.5,28584
3179,23925.5,32543,27884
3180,25030.5,31084.5,28037
3181,24780,28812.5,28139.5
3182,23900.5,27054,28649.5
3183,23139,26136.5,31120
3184,22715,25969.5,33936.5
3185,22609,25804,34898.5
3186,23110,26153,35335
3187,23722.5,27220,36011
3188,23829.5,30572,36423
3189,23699,33665.5,36317.5
3190,23968.5,34677,36149.5
3191,23705,35048.5,35643.5
3192,21910,35359,35154
3193,20762,35904.5,34225
3194,20280,35423,34928.5
3195,20113.5,34848,36391
3196,20269.5,34530.5,35858
3197,20980,34516,34128.5
3198,21409.5,34690.5,32726.5
3199,23304,36127.5,32168
3200,25867,35850,31143.5
3201,27745.5,34789,29683.5
3202,28771,32518.5,28629.5
3203,29149,30402,28319
3204,29784.5,28953,27928
3205,29594.5,26472.5,27900
3206,28922,24631.5,28291
3207,28213.5,23504,30464
3208,27876.5,22984.5,33222.5
3209,27519,22936.5,34260
3210,27798.5,23390.5,34811
3211,27970,23369.5,35161.5
3212,27673.5,23760.5,35643.5
3213,26814.5,25114,35621
3214,26606,27059.5,34964.5
3215,25542.5,28059,34128
3216,23309,28618,33625.5
3217,21634.5,29332,33187.5
3218,20882.5,28694.5,34002.5
3219,20712.5,27821.5,35750.5
3220,20553,27034,35020.5
3221,20885,26953.5,33040
3222,20983,27767,31585
3223,21540,29991.5,31102.5
3224,22818.5,30239.5,29619.5
3225,24875,28927.5,28436.5
3226,26488.5,26788,27386.5
3227,27251,25727.5,26467
3228,27832,25467,26096
3229,27707,23265.5,25741
3230,26861.5,21662,25197
3231,26016,20525,24524
3232,25534,20428.5,24951
3233,25361,20840.5,26400
3234,25871,21268,28155.5
3235,26378,21382.5,29298
3236,26278,20998,29918
3237,25322.5,21484,29823.5
3238,25215,22209,29006.5
3239,24749,22876,28163.5
3240,22779.5,23494.5,27871.5
3241,21079.5,24298.5,27578
3242,20386,24357,28878
3243,20305,23977.5,30880
3244,20702.5,23523.5,30103
3245,20885,23605,28403.5
3246,20513.5,25075,27575.5
3247,19869,27402.5,27796.5
3248,20439,28194.5,26983.5
3249,21423,27708,25605
3250,22576.5,26518,24772.5
3251,23616.5,25598,24356.5
3252,24852,25131.5,24192.5
3253,24776,23511.5,23834.5
3254,24163,22413.5,23206.5
3255,23450.5,22330,21825.5
3256,22932.5,22069,21793.5
3257,22813.5,22527,22946.5
3258,23295,23643.5,24448
3259,23937.5,25178,25861
3260,23902,29135.5,27151.5
3261,23358.5,32250,26846.5
3262,24001,32912.5,25694
3263,24515,32783.5,24885.5
3264,22516.5,33242.5,24580.5
3265,21027.5,33859,24514
3266,20819,33850.5,25801
3267,20799.5,33993.5,28517.5
3268,21086.5,33542.5,28490
3269,21796.5,33489,27593
3270,22942.5,34010,27220.5
3271,26371.5,35455.5,27972.5
3272,29620.5,35130,27040
3273,30964.5,34172,26196.5
3274,31120.5,32165,25854
3275,31507,30644.5,25509.5
3276,32245,29067,25245
3277,32257.5,26813.5,25240
3278,32083.5,25188,25807
3279,31391.5,24749,27528
3280,30803,24624.5,30389.5
3281,30354,24985,31940.5
3282,30244.5,25775.5,32931
3283,30488.5,27049.5,33431.5
3284,30484.5,30232,33914.5
3285,29656,33191.5,33711
3286,29237,34219.5,33255
3287,28044,34684.5,32678
3288,25218.5,35151.5,32322
3289,23181.5,35545,31774.5
3290,22628.5,35194,32437
3291,22615.5,35214.5,34401.5
3292,22862,34966,34045
3293,23677,34980,32629.5
3294,24698,35361,31494.5
3295,27499,36544,30940.5
3296,30245,36093,29251.5
3297,31522,35006,27872.5
3298,31663,33135.5,27320
3299,32411,31562,27102.5
3300,33274,30003,26762.5
3301,33046.5,27386.5,27016
3302,32892.5,25811.5,27357
3303,32209,25622,29549.5
3304,31224,25447.5,32230.5
3305,30689.5,25598.5,33176
3306,30545.5,26128,33682.5
3307,30549.5,27285,34007.5
3308,30444,30247.5,34303
3309,29685.5,33269,33815
3310,29541.5,34294.5,33034
3311,28462.5,34532.5,32193
3312,26213,34874,31826.5
3313,24521,35504,31573
3314,24127,35358,32586.5
3315,23970.5,35175,35045
3316,24308.5,34799,34933
3317,24716.5,34585,33392.5
3318,25513.5,34846,32118.5
3319,28353.5,36038,31530
3320,31217.5,35629.5,29777
3321,32639,34522.5,28872
3322,32970,32663.5,28515.5
3323,33650.5,31060.5,27847
3324,34378.5,29811.5,27471.5
3325,34012,27294.5,27664
3326,33814.5,25783,28099.5
3327,32703.5,24999,30440.5
3328,32049.5,24729,33202.5
3329,31467.5,25100,33950
3330,31427,25723.5,34182.5
3331,31518.5,27273,34228.5
3332,31123,30615,34585.5
3333,30046,33623.5,34414.5
3334,29409.5,34545,34082
3335,28101,34613.5,33821
3336,25578.5,35057,33626
3337,23764,35489.5,33263.5
3338,23110,35260.5,34062.5
3339,22845.5,35066,36080.5
3340,23010,34736.5,35528.5
3341,23504,34655.5,33745
3342,24410,34998,32382.5
3343,27555.5,36249,31352
3344,30677.5,35931,29528
3345,32201,34900.5,28140
3346,32414.5,33044.5,27206.5
3347,32837,31477,26760
3348,33498.5,30214.5,26532
3349,33264,27705,26954
3350,32877.5,26102.5,27466.5
3351,32350.5,25264,30026
3352,31693,24868.5,33015.5
3353,30932.5,25147.5,33943
3354,30743,25928,34330.5
3355,30677.5,27249,34929.5
3356,30365,30370.5,35215.5
3357,29499,33400,35050
3358,28901.5,34307.5,34555.5
3359,27923,34420,33974
3360,25324,34843.5,33418
3361,23370.5,35082.5,32744
3362,22645,34673,33501
3363,22558.5,34076,35534.5
3364,22898,33418,35241
3365,23452.5,33243,33495
3366,24357,33990.5,32098.5
3367,27134,35536,31097.5
3368,29993.5,35135.5,29244
3369,31314,33794,27940.5
3370,31349,31891.5,27276
3371,31566.5,30278.5,26847
3372,31730,29264.5,26693.5
3373,31151,27004.5,26929.5
3374,30386.5,25262,27266.5
3375,29553.5,24534.5,29688.5
3376,28948.5,23978.5,32858.5
3377,28439,23933.5,34123.5
3378,28498.5,24558.5,34418.5
3379,28516,24400.5,34728.5
3380,28429,24457.5,34906.5
3381,27599,25696,34498.5
3382,27191,27296,33823
3383,26296.5,28444.5,33178.5
3384,24119,29026.5,32771
3385,22236,29331.5,32387
3386,21198.5,28818,33275.5
3387,20727.5,28026,34913
3388,20960.5,27375.5,34367
3389,21248.5,27569,32204
3390,21045.5,28693.5,30749
3391,21117,30783.5,30173
3392,22394.5,30767.5,28443.5
3393,24020,29680,26988.5
3394,24859,27723,26333
3395,25116.5,26610,25728
3396,25218,26360,25468
3397,24469,24494,25710
3398,23388.5,22488.5,25326
3399,22409.5,21655,24726.5
3400,21978,21271.5,25488
3401,21914,21616.5,26939.5
3402,22633,21698.5,28004
3403,23393.5,21356.5,28561.5
3404,23612.5,20926,28920.5
3405,22944,21412.5,29258
3406,22836.5,22628,28512.5
3407,22590,23772.5,27753.5
3408,20860.5,24999.5,27470
3409,19559,26473,27325
3410,18940.5,26304.5,28386
3411,18608,25404.5,30850.5
3412,18354.5,24800,30575
3413,18299,24705,28743.5
3414,17977.5,25876.5,27793.5
3415,17778,28027,27697
3416,18279.5,28584.5,26412.5
3417,19534,27977.5,25227.5
3418,20028,26838,24024.5
3419,20464.5,26290.5,23513.5
3420,21215,26205.5,23294.5
3421,20674.5,24377.5,23008.5
3422,19714,23283.5,22798
3423,19064.5,22815.5,21829.5
3424,18764,22758.5,22201
3425,18976.5,23174,22852
3426,20072.5,24215.5,23693.5
3427,21054.5,25783.5,24763
3428,21476.5,29815,25890.5
3429,21332.5,33499,25631
3430,21641.5,34824,24611.5
3431,21818,35115.5,23809.5
3432,20401,35849,23533
3433,18855.5,36485.5,23747.5
3434,18085,36433.5,25270
3435,17921,36426,28434
3436,17933.5,36075,28524
3437,18129,35974,27584
3438,17985.5,36140,27071
3439,18055,36879,27350
3440,18621.5,36303,26021.5
3441,19341.5,35317.5,25083
3442,19963.5,33454.5,24568
3443,20641,32009.5,24534
3444,21478,30949,24532
3445,21276,28456,24963
3446,20513.5,26708.5,25652
3447,19992,26171.5,29210.5
3448,19792,26396.5,32454.5
3449,20125,26542,33645
3450,21207.5,27151.5,33890
3451,21878,28069.5,34096.5
3452,22453,31657,34567
3453,22335,34933.5,34355.5
3454,22711,35833.5,33952.5
3455,23028.5,35998.5,33363
3456,21387,36369.5,32948
3457,19904,37136.5,32411.5
3458,19368,37031,33316.5
3459,19505,36882.5,35819
3460,19615.5,36651.5,35494
3461,20239,36449,33668.5
3462,21289.5,36691.5,32142.5
3463,24678,37757,31137.5
3464,28199.5,37368,29296.5
3465,29897.5,36161,27755.5
3466,30433.5,34301.5,27111
3467,30935,32883,26784
3468,31553,31640.5,26688.5
3469,31337.5,29483,27021
3470,31072.5,27570.5,27621
3471,30695.5,26729.5,30488.5
3472,30458.5,26338.5,33243.5
3473,29702.5,26528,34192
3474,29641.5,26754.5,34240.5
3475,29754,27993.5,34483.5
3476,29432.5,31506.5,34901.5
3477,28286,34733,34686
3478,27769,35706,34502.5
3479,26804.5,35917,33979
3480,24481.5,36428.5,33689.5
3481,22502,36897,33001
3482,22038,36618.5,33467
3483,21746.5,36334.5,35337
3484,21755,35916,35090
3485,22243.5,35701,33195
3486,23313,36157,31571.5
3487,26523,37435,30457.5
3488,29773.5,37029,28477.5
3489,31401.5,36097.5,26854.5
3490,31744,34298,26069
3491,32349,32733.5,25803.5
3492,33036.5,31431,25635.5
3493,32651.5,29023,25942.5
3494,32269,27178.5,26902.5
3495,31556,26484.5,29878
3496,30944,26261.5,32877
3497,30336.5,26266.5,33818.5
3498,30391.5,26673,33630.5
3499,30717.5,27667,33711.5
3500,30355,31073,33935.5
3501,29199.5,34403.5,33625.5
3502,28531,35273.5,33240
3503,26921,35202,32618.5
3504,24146,35535,32390
3505,22826.5,35959.5,31946.5
3506,22416.5,35895.5,32749
3507,22067,35802.5,35014.5
3508,22227,35623.5,34955.5
3509,22736.5,35719.5,33279.5
3510,23766.5,36317,31618.5
3511,26970.5,37321.5,30306
3512,30031.5,36920.5,28183.5
3513,31546,36035,26199.5
3514,31977.5,34259,25678
3515,32334.5,32731,25639
3516,32731,31473,25899
3517,32204.5,29159.5,26341
3518,31641,27540.5,27063.5
3519,30971.5,26782.5,29924.5
3520,30577.5,26487.5,32667
3521,29783,26598.5,33524.5
3522,29832,27205.5,33226
3523,29989,28222.5,33385
3524,29934.5,31257.5,33252
3525,29061.5,34341.5,33073.5
3526,28444,35066.5,32967.5
3527,26990,35149.5,32433
3528,24373,35430,32337
3529,22737.5,35668.5,32002.5
3530,22401,35508,32965.5
3531,22016.5,34894,34962
3532,22122.5,34496,34698
3533,22775.5,34318.5,33071.5
3534,23569.5,35128.5,31519.5
3535,26453.5,36341,30381.5
3536,29489.5,35831,28108
3537,30983.5,34652,26397
3538,30934,32889.5,25352.5
3539,31290,31542.5,25156
3540,31641,30780,25224.5
3541,31181,28888.5,25530.5
3542,30510,27225,26232
3543,29620.5,26192.5,28806
3544,29216.5,25609.5,31681
3545,28688,25712,32977
3546,28838.5,25754.5,33157
3547,28838,25463.5,33173
3548,28518.5,25102.5,33306.5
3549,27424.5,26579.5,32950
3550,26636,28133.5,32323.5
3551,26028,29544,31767.5
3552,23976,30054.5,31586.5
3553,22122,30172,31328.5
3554,21354,29767.5,31941
3555,21036,29067.5,33758
3556,21294.5,28669,33482.5
3557,21549,28802.5,31928.5
3558,21416.5,29987,30523
3559,21400,31782.5,29702
3560,22376,31638.5,27974.5
3561,23936.5,30674,26780
3562,24837,28894,25876
3563,25197,27955.5,25974
3564,25371,28007,26081
3565,24532,26634,26025
3566,23474,25374.5,25391.5
3567,22698,24219.5,25046
3568,22405,23632.5,25516.5
3569,22436,23632.5,26725.5
3570,23151,23698.5,27639
3571,23826.5,23136.5,27908
3572,24089.5,22355,27965.5
3573,23460,22961,27664.5
3574,23285,24144.5,26969
3575,23086.5,25500,25845
3576,21731,26613.5,25730.5
3577,20684.5,27702.5,25820.5
3578,19635,27625,26723
3579,19241,26846.5,29293.5
3580,19017,26411,29413
3581,18914.5,26254.5,27552.5
3582,18679,27463.5,26210
3583,18837,29614,25949.5
3584,19248.5,30233,24583.5
3585,20248,29764,22994.5
3586,21320.5,28887,21644.5
3587,22373,28460.5,21085.5
3588,23640.5,28594.5,21312
3589,23483.5,27230,21826.5
3590,22595,26381,21854
3591,21929.5,25770.5,21344
3592,21679.5,25709.5,21364.5
3593,21699,25686,22524.5
3594,22437,26225,23890.5
3595,23492.5,27539.5,25158.5
3596,23801.5,31363,26225.5
3597,23475,35006.5,26000
3598,23837.5,36152.5,25241
3599,23854.5,36597.5,24782.5
3600,22189.5,37283.5,24825
3601,20787.5,37793.5,25347.5
3602,20277,37803,26488
3603,20552,37653.5,29011
3604,20881,37210,29700
3605,21696.5,36931.5,28606
3606,22836.5,37465.5,28207
3607,26266.5,38418.5,28547
3608,29014.5,37918,27216.5
3609,30829,37191,26456
3610,31506.5,35405,25905
3611,32261,33889,25560.5
3612,32906.5,32771,25729.5
3613,32461.5,30864,26260
3614,32294,29577.5,27452.5
3615,31720.5,28808.5,30743.5
3616,31243.5,28105.5,33475
3617,30761,27856,34141.5
3618,30744,28022.5,34043.5
3619,30745.5,28789,34042.5
3620,30430,31967,34318.5
3621,29320,35150,34054
3622,28434.5,35801.5,33863
3623,27272.5,35921,33492
3624,25122,36259.5,33320
3625,23429.5,36771.5,33040.5
3626,22488.5,36480.5,33795.5
3627,22172,36385,35842
3628,22400.5,36033.5,36384
3629,22954.5,35966.5,34545
3630,23600.5,36802,33018
3631,26589,38083,32035.5
3632,29682,37814.5,29950
3633,31067.5,36923.5,28685
3634,31329,35364,28256
3635,31732,33863.5,28036
3636,32032.5,32962,27923.5
3637,31364,30853,27956.5
3638,30899,30097.5,28671.5
3639,30578,29605,31849.5
3640,30352.5,29097.5,34593.5
3641,29670.5,29073.5,35609
3642,29948,29513.5,35447.5
3643,29976,30524.5,35239
3644,29640,33648.5,35515.5
3645,28703,36977.5,35458.5
3646,27922.5,37650,35203.5
3647,26629,37676,34717
3648,24259.5,37839,34367.5
3649,22952.5,38406,33821
3650,22085,38528.5,33971
3651,21595,38602,35964.5
3652,21691.5,38189.5,36369
3653,22355,38250,34509
3654,23674,38500,32919.5
3655,26697.5,38500,31737.5
3656,29557.5,39509.5,29650
3657,31127.5,38632.5,28537
3658,31429.5,37333,27821.5
3659,31990,35886,27719
3660,32641,34972.5,27722
3661,32364,33527,28158
3662,32068,32401,28656.5
3663,31478.5,31233,31449.5
3664,31105,30328,33731
3665,30514.5,29574.5,34448.5
3666,30194,29639,34118
3667,29878,30322.5,34007.5
3668,29423,32992,33928
3669,28324.5,35850.5,33310.5
3670,27271,36503,32999
3671,26406,36612,32733
3672,24757.5,37071,32743.5
3673,23063,37435.5,32720.5
3674,22188,37347,33795.5
3675,21667,37212,36250
3676,21606,36693,36556
3677,21746.5,36542,34763
3678,21480,37141.5,33111
3679,21698,38266.5,31951
3680,22809,37860.5,29931.5
3681,24054.5,37189,28620
3682,24889.5,35767,28162
3683,25839,34518,27929.5
3684,26712,33669.5,27938
3685,26550.5,32077,28178.5
3686,25787.5,30604,29047
3687,25060,30219,31797
3688,24456.5,29565.5,34041
3689,24069,29297.5,34708.5
3690,24447,29217.5,34515.5
3691,24914,30114,34396.5
3692,24913.5,32687.5,34498.5
3693,24552.5,35711.5,33959
3694,24225,36464.5,33674
3695,24293.5,36587.5,33227
3696,22543.5,36986,33079.5
3697,21163.5,37211.5,32963
3698,20198.5,36987.5,33364
3699,19709.5,36226,35348.5
3700,19711.5,35542.5,35951.5
3701,20361,35263.5,34220
3702,21459,36202.5,32738
3703,23806,37365.5,31809.5
3704,26312,37043,30069.5
3705,27549,36046.5,28476.5
3706,27949,34289.5,27937
3707,28445,33240.5,27299
3708,28882.5,32904.5,27159
3709,28338.5,31165,27440.5
3710,27499,29841,28117.5
3711,26843.5,28794.5,30845.5
3712,26324.5,27925.5,32969
3713,26135.5,27627.5,33589.5
3714,26296.5,27596.5,33348.5
3715,26403.5,27281,33416.5
3716,26213,26958.5,33823.5
3717,25340.5,28257,33408.5
3718,24899.5,29741,32859
3719,24646,31153,32319.5
3720,22780.5,31785,32030
3721,20996.5,32153.5,32168.5
3722,19945.5,31924,33317.5
3723,19519,30983.5,35437
3724,19662.5,30374,35718
3725,19607.5,30190,33412
3726,19521,31563,31563
3727,20505,33352.5,30613.5
3728,21926.5,33004.5,28737.5
3729,23492.5,32099,27235.5
3730,24484.5,30422.5,26163
3731,25128.5,29748.5,25578
3732,25276,29313.5,25945
3733,24518.5,28233.5,26032
3734,23535,26887,25745.5
3735,22909,25919.5,24742.5
3736,22499.5,25498,25150
3737,22448.5,25072.5,26767.5
3738,22792.5,25088.5,28252.5
3739,23253.5,25001.5,28870.5
3740,23259.5,24253.5,29220
3741,22374.5,24787,28636.5
3742,22097,26220.5,27586.5
3743,22370.5,27429,26883.5
3744,20882,28431.5,26754.5
3745,19541.5,29840.5,26860
3746,18534,30023,27611.5
3747,18055,29250,29999.5
3748,17794.5,28406,30611
3749,17678,28203.5,28994
3750,17304,29222,27843
3751,17779,30593.5,28096.5
3752,18978,30773.5,27150
3753,20190,30275,25951
3754,21064,29191,25169.5
3755,21784,28685.5,24718
3756,22523.5,28977.5,24348
3757,22255,27451,24237
3758,21458,26130.5,23795
3759,20860.5,25402.5,22563.5
3760,20736.5,25395.5,22552.5
3761,20979,25280,23618.5
3762,22068.5,25950.5,24489
3763,23219.5,27317.5,25122.5
3764,23587,30850.5,25757
3765,23255,34261.5,25337.5
3766,23183.5,35377,24118
3767,23400.5,35566.5,23419
3768,21499.5,36070,23287.5
3769,20284,36590.5,23674.5
3770,20005,36551.5,25197.5
3771,19477,36330,28075.5
3772,19667.5,35888,29504
3773,20212.5,35648.5,28551
3774,21494,36164,27926
3775,25450.5,37245.5,28568
3776,28913.5,36872,27499.5
3777,31055,36061,26675.5
3778,32228,34454,26436
3779,33026.5,33209,26439.5
3780,33956.5,32509,26265.5
3781,33508.5,30346,26707.5
3782,33081,28826,27969
3783,32292,28009,30948.5
3784,31619.5,27724.5,33195.5
3785,30772,27559.5,34187.5
3786,30035,27927.5,34121
3787,29820.5,28809,34191.5
3788,29359.5,31721,34539.5
3789,28159.5,35031,34275.5
3790,27080.5,35969,34035
3791,26188.5,35883,33526
3792,23893,36223,33282.5
3793,22347,36622.5,33029.5
3794,21553.5,36566,33636.5
3795,21213,36376,35257.5
3796,21299.5,36091.5,36317
3797,21847.5,35941,34614.5
3798,22970,36793,32945
3799,26363,37556,31984
3800,29635,37077.5,30385.5
3801,31133.5,36177.5,29298.5
3802,31415.5,34587,28757.5
3803,31869,33229,28279
3804,32416,32166.5,28204
3805,32049,30091,28603.5
3806,31926,28459,29251.5
3807,31735.5,27883,31729.5
3808,31231.5,27425,33953.5
3809,30528.5,27345.5,34387.5
3810,30409,27707,34046.5
3811,30225,28265,34025
3812,29689.5,31506,34165.5
3813,28558,34994,34004.5
3814,27804,35978,33861
3815,26734,36049,33485.5
3816,24417,36484.5,33390.5
3817,22989.5,36985.5,33443.5
3818,22010,36736.5,34102
3819,21513.5,36599,35893
3820,21487,36284,37051
3821,21880.5,36338.5,35399
3822,23128.5,36965,33891
3823,27001.5,37788,33103
3824,30115.5,37410.5,31520
3825,31491,36501,28855
3826,31648,34784.5,28209
3827,32226.5,33549,27676.5
3828,32771.5,32522.5,27513
3829,32540,30374.5,27755
3830,32512.5,28926.5,28528.5
3831,32039.5,28051.5,31107
3832,31449,27751,33297
3833,30733,27829,34088
3834,30392.5,28246,34559.5
3835,30311.5,28981,35281.5
3836,29952.5,31752,35212
3837,28781.5,34899,34679
3838,27834.5,35741.5,34269.5
3839,26925,35942.5,33176
3840,24665.5,36571.5,33347.5
3841,23138.5,37047,33150.5
3842,22281,36942.5,33481.5
3843,21845.5,36783,35141
3844,21823.5,36615.5,36075.5
3845,22256.5,36654,34213
3846,23477,37270,32492.5
3847,27205.5,38412.5,31794.5
3848,30304.5,38036,30147
3849,31835.5,37017.5,29015
3850,32048,35224,28454
3851,32481,34044.5,27928
3852,33017.5,32846,27827
3853,32637.5,30748,28217.5
3854,32526.5,29419.5,28984.5
3855,32180,28869.5,31599.5
3856,31727,28208,33925.5
3857,31122.5,28341,35091
3858,30803.5,28601,35364
3859,30586,29400,35567.5
